EVENTO;ELEMENTO UBICADO;CODIGO ELEMENTO RESPONSABLE;DESCRIPCION ELEMENTO RESPONSABLE;CODIGO AMBITO;DESCRIPCION AMBITO;CODIGO CONDICION;DESCRIPCION CONDICION;OBSERVACIONES
B1822619;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822620;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822621;;A01;ACOMETIDA;6;Cliente AÇreo;54;MAL ESTADO;
B1822622;;C26;CABLE PREENSAMBLADO ALUMINIO;8;Alumbrado P£blico;17;CORTO-CIRCUITO;
B1822623;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822624;;D02;DOMICILIO;6;Cliente AÇreo;69;OTRA FALLA;
B1822625;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1822626;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822629;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822632;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822633;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822634;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822635;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822636;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822637;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1822638;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822639;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822640;;P10;PLACA LOZA 25 AMP.;6;Cliente AÇreo;92;SUELTO-A;
B1822641;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822642;;P10;PLACA LOZA 25 AMP.;6;Cliente AÇreo;43;FUNDIDO-A;
B1822643;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;29;DESCONECTADO;
B1822644;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822645;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822646;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822647;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822648;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822649;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822650;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822651;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822652;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822653;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;31;ELECTRIZADO-A;
B1822654;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822655;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1822656;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;69;OTRA FALLA;
B1822657;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822658;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822661;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822662;;P24;PROTECC DAE BT;3;Transformador MT/BT;66;NORMALIZACION;
B1822663;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822664;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822665;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822666;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822667;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822668;;S03;SECTOR;1;Red MT AÇrea;85;REVISION;
B1822669;;C33;CONECTOR UDI-I;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822670;;P34;PUENTE DE DISTRIBUCION;4;Red BT AÇrea;16;CORTADO-A;
B1822671;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822672;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822673;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822674;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822675;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822676;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822677;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822678;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;29;DESCONECTADO;
B1822679;;P27;PROTECC LIMITADOR;7;Cliente Subterr†neo;29;DESCONECTADO;
B1822680;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822681;;L05;LINEA AP MUNICIPAL;8;Alumbrado P£blico;16;CORTADO-A;
B1822684;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1822685;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822686;;D02;DOMICILIO;7;Cliente Subterr†neo;1;CERRADO;
B1822687;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822688;;C30;CHICOTE CAJA EMP.;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1822689;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822690;;F01;FASE;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822692;;P26;PROTECC EMP. 380V;6;Cliente AÇreo;62;NO OPERATIVO;
B1822693;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822694;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822695;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;11;CHOCADO;
B1822696;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822697;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822698;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822699;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;54;MAL ESTADO;
B1822700;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822701;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822702;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1822703;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1822705;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822707;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;1;CERRADO;
B1822708;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822709;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;11;CHOCADO;
B1822710;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822711;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822712;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822713;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822714;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822715;NUMPOS: 93839;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822716;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822717;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822718;;D02;DOMICILIO;7;Cliente Subterr†neo;85;REVISION;
B1822719;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822720;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822721;;F01;FASE;6;Cliente AÇreo;43;FUNDIDO-A;
B1822722;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822723;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;11;CHOCADO;
B1822724;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822725;;C26;CABLE PREENSAMBLADO ALUMINIO;8;Alumbrado P£blico;67;OBJETO CAIDO;
B1822726;;D02;DOMICILIO;6;Cliente AÇreo;0;NORMAL;
B1822727;;D02;DOMICILIO;6;Cliente AÇreo;69;OTRA FALLA;
B1822728;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822729;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822730;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822731;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1822732;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;40;FALLADO-A;
B1822733;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;1;CERRADO;
B1822736;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822737;;S03;SECTOR;4;Red BT AÇrea;29;DESCONECTADO;
B1822738;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822740;;A11;ALDUTTI;1;Red MT AÇrea;5;ABIERTO;
B1822741;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822742;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822745;;C01;CABLE DE DISTRIBUCION;5;Red BT Subterr†nea;69;OTRA FALLA;
B1822747;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;1;CERRADO;
B1822748;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822749;;B01;BAJADA EMPALME;6;Cliente AÇreo;16;CORTADO-A;
B1822750;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822751;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822752;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822753;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822754;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822755;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822756;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822757;;T06;TAPA DE CAMARILLA;5;Red BT Subterr†nea;54;MAL ESTADO;
B1822758;;E03;EXTENSION METALICA DE EMPALME;6;Cliente AÇreo;54;MAL ESTADO;
B1822759;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822760;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;14;CONECTO-AR;
B1822761;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;92;SUELTO-A;
B1822762;;T01;TABLERO CLTE.;6;Cliente AÇreo;40;FALLADO-A;
B1822763;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1822764;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1822765;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1822766;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822768;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822769;;L09;LUMINARIA;8;Alumbrado P£blico;85;REVISION;
B1822770;;C01;CABLE DE DISTRIBUCION;5;Red BT Subterr†nea;40;FALLADO-A;
B1822771;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822772;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822773;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822774;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822775;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;29;DESCONECTADO;
B1822776;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822779;;U01;UNION A TABLERO;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822780;;P28;PROTECCION DE T/D EN MT;3;Transformador MT/BT;29;DESCONECTADO;
B1822782;;A01;ACOMETIDA;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822783;;E03;EXTENSION METALICA DE EMPALME;6;Cliente AÇreo;25;DESPRENDIDO;
B1822784;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822785;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822786;;P49;PROTECC AP MUNICIPAL;8;Alumbrado P£blico;40;FALLADO-A;
B1822787;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822788;;P43;POSTE DE PASO DE ACOMETIDA;6;Cliente AÇreo;69;OTRA FALLA;
B1822789;;R03;RECONECTADOR;1;Red MT AÇrea;66;NORMALIZACION;
B1822790;;F03;FUSIBLE;3;Transformador MT/BT;16;CORTADO-A;
B1822792;;R03;RECONECTADOR;1;Red MT AÇrea;44;LECTURA RECONECTADOR;
B1822793;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822795;;D02;DOMICILIO;7;Cliente Subterr†neo;2;NO SE UBICA;
B1822796;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822797;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822798;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822800;;D02;DOMICILIO;7;Cliente Subterr†neo;1;CERRADO;
B1822803;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;92;SUELTO-A;
B1822804;Acometida: ORIENTAL           6863 / PENALOLEN;L02;LINEA DE DISTRIBUCION;8;Alumbrado P£blico;16;CORTADO-A;
B1822805;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;25;DESPRENDIDO;
B1822806;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822807;;A01;ACOMETIDA;6;Cliente AÇreo;85;REVISION;
B1822808;;A01;ACOMETIDA;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822809;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822810;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822811;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822812;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822815;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;3;AISLADO-A;
B1822816;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;69;OTRA FALLA;
B1822817;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822818;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822819;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822820;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1822821;Acometida: PASAJE 23 1558 / LO ESPEJO;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822822;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822823;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822824;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822827;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;16;CORTADO-A;
B1822828;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822830;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;11;CHOCADO;
B1822831;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822832;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822833;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822835;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1822836;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822838;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822840;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822841;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;69;OTRA FALLA;
B1822842;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822845;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822846;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822847;;A01;ACOMETIDA;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822848;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;16;CORTADO-A;
B1822849;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822850;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822851;NUMPOS: 77822;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822853;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822854;;A02;ACOMETIDA CONCEN;8;Alumbrado P£blico;16;CORTADO-A;
B1822855;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822856;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822857;;C38;CAJA DE CONEXIONES;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822858;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822859;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822860;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822861;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1822862;;B01;BAJADA EMPALME;6;Cliente AÇreo;40;FALLADO-A;
B1822863;;T03;TAPA CAMARA;5;Red BT Subterr†nea;21;DESAPARECIDO-A;
B1822864;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822865;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822866;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1822867;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;29;DESCONECTADO;
B1822869;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822870;;B01;BAJADA EMPALME;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822871;;B01;BAJADA EMPALME;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822872;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822873;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1822875;;S03;SECTOR;8;Alumbrado P£blico;6;APAGADO;
B1822876;;D02;DOMICILIO;7;Cliente Subterr†neo;0;NORMAL;
B1822877;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822878;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822879;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822880;;P41;PLACA TICCINO 15 AMP.;7;Cliente Subterr†neo;54;MAL ESTADO;
B1822881;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1822882;;S03;SECTOR;4;Red BT AÇrea;52;INACCESIBLE;
B1822883;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822884;;L08;LINEA DIST. P/ENS. (CALPE);8;Alumbrado P£blico;26;DESTEMPLADO;
B1822885;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822886;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822887;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822888;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822889;;D02;DOMICILIO;6;Cliente AÇreo;69;OTRA FALLA;
B1822890;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822891;;T10;TIRANTE;4;Red BT AÇrea;69;OTRA FALLA;
B1822892;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822894;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822895;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;40;FALLADO-A;
B1822896;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822897;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822898;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822899;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822900;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1822901;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822902;;L02;LINEA DE DISTRIBUCION;1;Red MT AÇrea;54;MAL ESTADO;
B1822903;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822904;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822905;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822906;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;29;DESCONECTADO;
B1822908;;E04;ESPACIADOR;1;Red MT AÇrea;80;QUEBRADO-A;
B1822909;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822910;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822911;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822912;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;54;MAL ESTADO;
B1822913;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1822914;;E04;ESPACIADOR;1;Red MT AÇrea;80;QUEBRADO-A;
B1822916;;D02;DOMICILIO;6;Cliente AÇreo;69;OTRA FALLA;
B1822919;NUMPOS: 71439;P29;PROTECC T/D EN BT;3;Transformador MT/BT;66;NORMALIZACION;
B1822920;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822921;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;80;QUEBRADO-A;
B1822922;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822923;;D02;DOMICILIO;6;Cliente AÇreo;93;SERVICIO REPUESTO;
B1822924;;P22;POSTE METALICO  DE AP;8;Alumbrado P£blico;69;OTRA FALLA;
B1822925;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822926;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822927;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822928;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822931;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;11;CHOCADO;
B1822932;;D02;DOMICILIO;6;Cliente AÇreo;89;SIN CORRIENTE;
B1822933;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822934;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822936;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822937;;D02;DOMICILIO;6;Cliente AÇreo;52;INACCESIBLE;
B1822938;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;17;CORTO-CIRCUITO;
B1822939;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822940;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;17;CORTO-CIRCUITO;
B1822944;;L09;LUMINARIA;8;Alumbrado P£blico;40;FALLADO-A;
B1822945;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822946;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822947;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822949;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1822950;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1822955;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1822956;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822958;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822960;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822961;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822962;;T01;TABLERO CLTE.;7;Cliente Subterr†neo;69;OTRA FALLA;
B1822963;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822964;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822967;;C02;CABLE EMPALME;7;Cliente Subterr†neo;40;FALLADO-A;
B1822968;;T01;TABLERO CLTE.;6;Cliente AÇreo;69;OTRA FALLA;
B1822969;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822971;;P24;PROTECC DAE BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1822972;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822973;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822975;;C02;CABLE EMPALME;7;Cliente Subterr†neo;40;FALLADO-A;
